ERM93418	312	312	0.5124	0.053290298413195054
ERM93468	1533	1533	1.1698	0.022895305678100924
ERM93432	360	360	0.8243	0.03703118312691818
ERM93384	216	216	0.5393	-0.060874340301943615
ERM93469	372	372	0.6481999999999999	-0.08224027979125152
ERM93427	198	198	0.8581000000000001	0.10584122481979046
ERM93419	156	156	0.8170000000000001	-0.011990241290936721
ERM93473	894	894	0.9461999999999999	0.13570589164525723
ERM93390	738	546	1.0535	0.20189475418377856
ERM93477	837	837	1.0424000000000002	0.12039977167749093
ERM93386	244	243	0.5501	-0.059446783210867396
ERM93405	180	180	0.8268	-0.04472916250532376
ERM93439	150	60	1.1772	-0.3594771558146932
ERM93408	486	486	0.71	-0.0025080905789315604
ERM93382	799	558	0.8541	0.10924152278405559
ERM93399	1029	906	1.0506	0.23411006662384648
ERM93537	2391	2391	0.9241999999999999	0.16781161860136437
ERM93565	177	168	1.2664000000000002	0.2093238290875414
ERM93570	1671	1671	0.8439	0.15511030867248823
ERM93577	1557	1557	0.9638	0.1261276415530055
ERM93530	2328	2328	0.8603	0.1805875327732051
ERM93544	858	858	0.9847000000000001	0.22080806758732607
ERM93559	2214	2214	1.1347	0.2519106491756836
ERM93568	2229	2229	1.0076	0.1871741517724132
ERM93635	435	435	0.6982000000000002	0.09568862747660548
ERM93617	1059	1059	1.0801	0.24000324331041192
ERM93670	303	303	0.7982	-0.015872495148963616
ERM93642	618	618	0.93	0.2048979771415596
ERM93714	978	978	0.9462	0.21933076668019658
ERM93678	1692	1692	1.0688	0.1563340892403611
ERM93716	225	225	1.1115000000000002	-0.010608417244897991
ERM93590	495	495	1.1504	0.11530704702467724
ERM93675	459	459	0.9293	0.16417248607135826
ERM93738	768	768	1.1416	0.15224548194101098
ERM93622	1071	1071	0.9903	0.22760463230555342
ERM93704	561	561	0.916	0.1323360227598993
ERM93661	2886	2886	0.7832	0.20696986097091052
ERM93640	642	642	1.0869	0.18366348129943433
ERM93616	450	450	0.7654000000000001	0.17817684184324212
ERM93720	1080	1080	0.8507	0.2543326264131909
ERM93693	210	210	0.9249999999999999	0.022159058428438905
ERM93669	2145	2145	0.9772000000000001	0.1723189982761116
ERM93728	891	891	0.8076	0.1283245930916603
ERM93736	948	948	1.012	0.19245976556085742
ERM93660	585	585	0.9401999999999999	0.1450262561964767
ERM93689	321	321	0.6248	0.07063713382582913
ERM93646	1425	1425	0.9997	0.23407025768643164
ERM93605	492	492	1.0643	0.18808548608358505
ERM93691	426	426	0.9624	0.09944760146106424
ERM93647	1605	1605	1.0544	0.20672583503116743
ERM93911	303	303	0.9649000000000001	0.22447121384019628
ERM93776	480	480	0.8709	0.07277978035565144
ERM94130	1671	1671	1.0531000000000001	0.0722222690980249
ERM93969	1065	1065	0.8745	0.20573106491993132
ERM93894	2601	2601	1.0330000000000001	0.19742225247019932
ERM93921	294	294	1.0735000000000001	0.14173469467407626
ERM93917	1077	1077	1.0541	0.15525121137759107
ERM93742	2826	2826	1.0516	0.21394884936650524
ERM94107	297	297	0.4533	0.05158148035549684
ERM94139	579	579	0.6146999999999999	0.044172324732594824
ERM93966	3828	3828	1.1876	0.19533888454739232
ERM93822	600	600	1.0937000000000001	0.12899101287706263
ERM94003	597	597	0.5706	0.07492031020606911
ERM93953	666	666	1.0734000000000001	0.04656653480082512
ERM93836	1023	1023	0.9503000000000001	0.1449697820701335
ERM93927	1251	1251	1.0846	-0.0027225880034742913
ERM93867	498	498	0.8457000000000001	0.08021305396418746
ERM93930	318	318	0.6835	-0.07385697425654508
ERM93978	291	291	0.8032	0.21804784831514898
ERM94132	552	552	0.9757	0.18972012225230722
ERM94018	1041	1041	1.0023	0.15717919502835542
ERM93964	477	477	1.2688000000000001	0.0750288487944096
ERM93779	207	207	0.7597	-0.009653174049726203
ERM94109	693	693	0.9436	0.14474678201925273
ERM93924	342	342	0.9393	-0.0049308774068690525
ERM94015	1119	1119	0.5781000000000001	0.1762498888785903
ERM94027	294	294	1.048	0.1933122642753995
ERM93926	453	453	0.8777	0.08467800714304757
ERM93761	1455	1455	0.911	0.21747920628607934
ERM94076	1068	1068	0.9717000000000001	0.14719935963087213
ERM93825	390	390	0.6076000000000001	0.11163681813033106
ERM94081	1269	1269	1.1295	0.17108468203747543
ERM93770	396	396	1.1486	0.14970736441882185
ERM93891	156	84	1.0483	0.14073707243653183
ERM93984	399	399	0.5823	0.12366963065982679
ERM94001	330	291	0.7458	-0.04569903396504805
ERM93896	432	432	1.0402	0.16813996803198883
ERM93788	1059	1059	0.9867000000000001	0.23554001377925157
ERM93799	182	180	1.1195	0.19339448368408305
ERM93887	300	300	1.1315000000000002	0.22463644815737593
