LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.100	351	351	0.9142000000000001	0.09049403543443246
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.120	285	285	0.9125000000000001	0.11980877086691849
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.133	231	231	0.6863999999999999	0.05532092221627163
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.142	279	279	0.4407	0.037443946815363
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.181	354	354	0.8414000000000001	0.12563418948229454
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.182	345	345	0.6742	-0.018382891532125144
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.207	357	357	0.8742	0.004971295513108257
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.213	273	273	1.163	0.3178204635744024
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.218	246	246	0.9129999999999999	0.11521475612818277
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.224	336	336	0.6628999999999999	0.1651492083719393
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.23	258	258	1.0089000000000001	0.226933447848688
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.245	480	216	0.798	-0.1127567522500718
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.259	315	315	0.6293	0.11045807340098049
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.264	252	48	0.9721000000000001	-0.3287824181083347
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.286	354	354	0.8225	0.0006355913516260468
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.298	318	318	0.9783	0.2365098902659768
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.304	252	252	1.1677	0.14988962490430643
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.311	315	315	0.5448	0.06388509995244178
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.315	330	330	0.8894	-0.123049576213329
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.32	219	219	0.9628000000000001	0.09781049733296042
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.338	252	252	0.8481	0.13435817994002763
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.341	228	228	0.8654	0.1087585849159516
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.354	318	318	0.6203000000000001	0.12331422183765454
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.368	282	282	1.1335	0.08821110305576661
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.37	210	210	0.7211000000000001	0.15340576633913305
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.375	255	255	1.0093	0.16408123163984803
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.377	270	270	1.1606	0.2935287832520999
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.385	354	354	0.9814	0.14943213142676398
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.401	273	273	0.9621	0.08507497813317612
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.414	321	321	1.0728	0.2095277214162205
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.423	519	357	1.1753	0.035400670918232444
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.424	258	258	0.4829	0.04890384030800203
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.431	324	324	1.0554999999999999	-0.05541802298922862
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.434	294	294	1.0594999999999999	0.04114717823530751
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.436	225	225	1.27	-0.06735777023035673
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.450	303	303	1.0408000000000002	0.191107191683165
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.456	324	324	1.0123	0.07491025246690937
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.457	354	354	0.9149	0.19594906472625745
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.460	306	306	0.9236	0.04083081481308286
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.470	249	249	0.8196	-0.008046395334122951
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.472	204	204	0.8467	-0.013979487361553283
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.474	261	261	0.9003	0.07758241988148262
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.479	315	315	1.0073	-0.02922439463902681
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.48	294	294	0.8899	0.09615112827777214
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.481	303	303	0.8730000000000001	-0.02187736318306175
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.485	306	267	0.6713	0.06659040426033871
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.496	252	252	0.9699	0.07603589912583245
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.51	339	339	1.0411000000000001	0.15033881946943647
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.518	324	324	1.3330000000000002	-0.03824945419438245
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.530	213	213	0.9301	-0.020502667712643995
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.546	213	213	0.8854000000000001	0.07196399167891801
