lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.120	40.4	104	1	4	282	633	736	1.6e-14	76.3
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.120	43.8	73	1	4	222	528	600	2.7e-14	75.5
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.120	49.3	73	1	4	222	636	708	1.8e-13	72.8
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.120	49.3	73	1	4	222	714	786	2.3e-13	72.4
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.120	42.9	84	1	4	255	532	615	3.0e-13	72.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.224	60.0	50	1	184	333	107	156	6.7e-12	67.8
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.286	49.2	61	1	52	234	48	108	1.2e-11	67.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.286	52.8	53	1	52	210	43	95	2.7e-11	65.9
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.286	39.3	89	1	58	312	71	158	3.5e-11	65.5
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.286	44.8	87	1	52	303	79	160	1.7e-10	63.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.286	49.2	59	1	58	231	27	85	2.5e-09	59.3
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.298	63.6	88	1	16	267	343	430	7.8e-26	114.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.298	60.0	90	1	16	273	386	475	4.3e-24	108.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.298	54.4	90	1	16	273	395	484	4.7e-23	104.8
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.298	53.4	88	1	16	267	366	453	2.6e-21	99.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.311	55.8	43	-3	181	53	45	85	8.8e-06	47.4
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.311	34.6	104	-2	263	6	4	104	8.3e-04	40.8
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.311	52.4	42	-3	181	56	41	80	4.4e-05	45.1
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.311	41.2	51	-3	205	53	11	59	9.8e-05	43.9
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.311	44.2	43	-3	181	53	27	67	1.7e-04	43.1
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.311	39.5	43	-3	181	53	19	59	6.3e-04	41.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.368	58.5	106	1	1	279	1	99	1.2e-22	103.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.368	55.7	106	1	1	273	1	106	1.3e-21	99.8
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.368	50.5	111	1	1	273	1	108	2.8e-19	92.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.368	48.7	115	1	1	273	1	114	8.1e-19	90.5
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.368	50.0	96	1	1	270	1	94	3.2e-15	78.6
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.375	41.7	84	1	1	249	630	713	7.4e-11	63.9
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.375	44.7	76	1	22	243	381	456	1.3e-10	63.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.375	41.8	79	1	19	249	372	450	6.3e-10	60.8
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.375	42.1	76	1	19	243	493	568	1.8e-09	59.3
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.375	47.4	57	1	79	249	447	503	3.1e-09	58.5
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.377	27.9	86	1	10	267	300	354	9.3e-04	40.4
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.414	70.8	48	1	31	174	112	159	8.4e-12	67.4
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.414	72.9	48	1	31	174	114	161	1.1e-11	67.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.414	70.8	48	1	31	174	114	161	1.1e-11	67.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.414	70.8	48	1	31	174	114	161	1.9e-11	66.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.414	66.7	48	1	31	174	114	161	1.9e-11	66.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.434	65.1	83	3	3	251	73	145	7.7e-20	94.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.434	65.1	83	3	3	251	73	145	7.7e-20	94.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.434	61.4	83	3	3	251	73	145	3.8e-19	91.7
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.434	60.2	83	3	3	251	74	146	1.1e-18	90.1
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.434	60.2	83	3	3	251	74	146	1.1e-18	90.1
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.450	31.4	86	1	1	258	151	234	1.3e-06	50.1
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.450	29.1	86	1	1	258	142	225	3.6e-04	42.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.450	31.8	107	1	1	291	139	226	4.7e-04	41.6
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.474	58.6	70	1	40	249	14	81	1.1e-17	86.7
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.474	52.6	76	1	25	249	8	83	2.1e-16	82.4
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.474	58.9	56	1	85	252	48	103	2.7e-16	82.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.474	47.6	84	1	7	258	4	86	6.0e-16	80.9
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.474	63.0	54	1	85	246	124	177	1.3e-15	79.7
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.48	53.8	80	1	37	276	277	356	3.7e-22	101.7
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.48	53.8	78	1	37	270	282	359	3.4e-20	95.1
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.48	50.6	79	1	37	273	282	360	2.5e-18	89.0
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.48	40.0	80	1	37	273	284	363	1.1e-10	63.5
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.48	40.8	76	1	37	264	274	348	1.5e-10	63.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.51	54.1	85	1	52	303	193	277	7.7e-24	107.5
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.51	47.1	85	1	55	303	197	281	1.2e-19	93.6
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.51	50.0	74	1	88	303	209	282	1.7e-18	89.7
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.51	43.9	82	1	64	303	201	282	1.4e-17	86.7
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.51	56.7	60	1	115	294	232	291	2.4e-17	85.9
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.518	68.0	103	1	10	318	164	266	3.3e-32	135.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.518	64.2	106	1	1	318	160	265	3.4e-29	125.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.518	44.6	101	1	1	303	212	311	1.5e-16	83.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.518	44.7	94	1	1	282	162	254	1.7e-15	79.7
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.518	42.6	94	1	1	282	162	254	4.8e-15	78.2
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.548	77.4	93	1	1	270	1	93	2.1e-32	135.6
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.548	77.4	93	1	1	270	1	93	4.8e-32	134.4
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.548	75.3	93	1	1	270	1	93	4.0e-31	131.3
lcl|Atrichopoda_evm_27.model.AmTr_v1.0_scaffold00001.548	74.2	93	1	1	270	1	93	5.3e-31	131.0
