ERM93468	67.3	501	1	22	1518	99	597	3.2e-194	675.6
ERM93427	45.0	60	1	1	180	382	440	8.3e-10	60.1
ERM93427	45.8	59	1	1	177	390	448	3.1e-09	58.2
ERM93427	41.3	63	1	1	189	372	432	3.8e-07	51.2
ERM93473	41.2	301	1	7	885	15	314	1.3e-57	221.1
ERM93473	45.2	199	1	295	885	1	198	4.1e-48	189.5
ERM93477	50.8	301	1	25	834	4	301	7.2e-63	238.4
ERM93477	50.5	283	1	25	834	9	284	1.3e-48	191.0
ERM93477	60.9	202	1	19	549	27	228	6.5e-48	188.7
ERM93477	85.6	97	1	25	315	33	129	8.5e-48	188.3
ERM93477	87.4	95	1	31	315	45	139	8.5e-48	188.3
ERM93537	52.6	768	1	22	2259	3	768	8.2e-221	764.6
ERM93537	42.0	762	1	10	2259	7	744	3.1e-159	560.1
ERM93537	42.4	768	1	16	2259	5	762	9.0e-159	558.5
ERM93537	43.4	748	1	70	2259	25	761	7.6e-158	555.4
ERM93537	42.3	738	1	64	2259	23	747	8.4e-157	552.0
ERM93570	81.4	431	1	376	1668	118	548	7.0e-211	731.1
ERM93570	81.4	441	1	358	1668	140	579	4.6e-210	728.4
ERM93570	82.4	165	1	1024	1518	1542	1706	1.4e-73	275.0
ERM93570	31.9	389	1	454	1617	184	541	4.8e-42	170.2
ERM93570	29.8	393	1	436	1611	167	529	1.8e-41	168.3
ERM93530	57.4	183	1	1693	2238	621	802	4.1e-07	54.7
ERM93568	72.5	726	1	52	2226	16	738	9.5e-304	1040.0
ERM93635	42.1	107	1	115	432	152	258	2.6e-16	82.8
ERM93635	36.1	108	1	112	432	155	262	9.3e-14	74.3
ERM93635	38.0	108	1	112	432	151	257	6.0e-13	71.6
ERM93635	34.8	112	1	106	429	243	353	2.3e-12	69.7
ERM93635	34.8	112	1	106	429	243	353	2.3e-12	69.7
ERM93642	37.3	185	1	1	555	3	177	3.1e-31	132.9
ERM93642	35.5	169	1	49	552	16	177	3.8e-29	125.9
ERM93642	33.9	189	1	28	582	10	191	7.2e-28	121.7
ERM93642	33.7	181	1	22	564	8	181	9.4e-28	121.3
ERM93642	34.0	188	1	19	561	2	183	2.1e-27	120.2
ERM93678	81.5	496	1	202	1689	58	552	5.6e-224	774.6
ERM93678	81.0	468	1	286	1689	78	543	1.3e-212	736.9
ERM93678	77.1	468	1	286	1686	60	526	8.7e-201	697.6
ERM93678	77.7	467	1	286	1680	69	529	3.1e-198	689.1
ERM93678	76.3	468	1	286	1686	70	536	4.1e-198	688.7
ERM93590	42.9	119	1	10	357	6	123	2.9e-19	92.8
ERM93590	41.7	115	1	13	357	9	122	7.1e-18	88.2
ERM93590	41.0	105	1	61	360	1	104	3.5e-17	85.9
ERM93590	32.3	133	1	4	396	3	134	6.0e-17	85.1
ERM93590	47.5	101	1	64	357	2	101	7.8e-17	84.7
ERM93675	31.6	98	1	25	315	10	107	1.1e-09	60.8
ERM93704	59.2	179	1	31	558	6	184	2.9e-60	229.2
ERM93704	55.8	156	1	91	558	38	187	6.7e-49	191.4
ERM93704	50.0	178	1	34	558	11	182	2.8e-47	186.0
ERM93704	42.8	187	1	10	558	3	183	1.6e-42	170.2
ERM93704	47.4	156	1	91	558	34	183	1.8e-41	166.8
ERM93661	41.7	314	1	1390	2322	544	840	2.9e-63	241.5
ERM93661	29.7	148	1	187	624	100	246	2.4e-17	89.0
ERM93661	27.6	163	1	139	618	67	228	1.0e-15	83.6
ERM93661	23.5	302	1	34	885	303	602	6.2e-13	74.3
ERM93661	31.0	142	1	1633	2049	62	201	1.1e-12	73.6
ERM93640	44.4	187	1	25	537	19	202	2.2e-35	146.7
ERM93640	43.8	185	1	25	531	19	200	1.4e-34	144.1
