LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.106	309	309	0.9469000000000001	0.05352044533449075
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.120	285	285	0.9125000000000001	0.12376258873722733
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.125	204	204	1.0005	0.12004563406955444
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.132	303	303	1.0123000000000002	-0.006168510880179876
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.181	354	354	0.8414000000000001	0.12222343504238582
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.208	276	276	0.7192999999999999	-0.11165814327763751
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.213	273	273	1.163	0.32046133412471417
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.224	336	336	0.6628999999999999	0.16688906388515545
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.23	258	258	1.0089000000000001	0.2068513413895597
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.259	315	315	0.6293	0.11805333921422981
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.270	339	234	1.1288	0.023360163236144246
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.277	303	303	0.9137000000000001	0.08155457532530987
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.301	351	351	1.0709	0.01724247683899839
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.304	252	252	1.1677	0.145355654459926
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.305	231	231	1.0033	0.1766092462250573
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.311	315	315	0.5448	0.08758248643754125
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.338	252	252	0.8481	0.1409947051351369
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.351	294	294	0.7306999999999999	0.00980065532254282
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.385	354	354	0.9814	0.14943721372134455
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.421	333	333	1.0288	-0.088227325197645
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.424	258	258	0.4829	0.048586451626365136
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.473	321	321	1.0449	0.027544091965701373
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.485	306	267	0.6713	0.07080597818047964
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.501	270	270	1.1158	0.23430246951636827
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.51	339	339	1.0411000000000001	0.15053699736961187
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.518	324	324	1.3330000000000002	-0.04084095642419364
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.542	297	297	0.9008	0.0969740215025941
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.555	219	219	1.0084000000000002	-0.002461701083467512
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.559	348	51	1.2838	-0.5068694536333098
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.561	321	321	0.8821999999999999	0.07142023585071496
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.564	336	336	0.9402	0.08383498734667152
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.573	303	303	0.8229	0.14611695215443632
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.580	333	333	1.0298000000000003	0.1217867132694602
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.583	267	267	1.0554000000000001	0.2517722367570131
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.591	264	264	0.7922	-0.09376185277218003
LCL|ATRICHOPODA_EVM_27.MODEL.AMTR_V1.0_SCAFFOLD00001.94	354	15	0.8330000000000001	-0.6006457425867483
