OBART01G00010.2	8015	1044	0.8645	-0.010244739665283595
OBART01G00180.1	1401	1401	1.2813	0.553728065448688
OBART01G00140.3	5380	984	1.2576	0.4631955730847528
OBART01G00160.1	3539	1239	1.1088	0.09049745336266997
OBART01G00040.1	3254	1098	1.2442000000000002	0.5467110611404995
OBART01G00170.1	219	219	1.2613	0.4849006432044896
OBART01G00280.2	6138	480	0.855	0.06833623076405114
OBART01G00300.1	4357	402	0.7244	-0.09701368077330266
OBART01G00430.1	3069	450	1.3811	0.47155036688244656
OBART01G00370.2	7488	477	0.6595	-0.06726595307894943
OBART01G00530.1	3639	687	1.0946	-0.22623665031273277
OBART01G00760.1	3665	414	0.7235	-0.22307465242388208
OBART01G00540.1	276	276	0.8917	0.14167308699239467
OBART01G00690.2	8938	714	1.2642	0.20481889175015594
OBART01G01620.1	8208	999	1.0838	0.006797831610620587
OBART01G01020.1	2722	1026	1.0927	0.18292094998979994
OBART01G01070.1	375	375	1.1435	0.21291801963306792
OBART01G01110.2	28690	1035	0.9495	0.12092936761699533
OBART01G01460.1	6766	966	1.2161	0.35012931394652896
OBART01G01400.1	477	477	1.2596	0.5120860876752305
OBART01G01550.1	567	567	1.1321	0.4577094219019876
OBART01G01790.1	540	540	1.0346000000000002	0.5141443801137027
OBART01G01190.1	10330	537	0.8835999999999999	0.2636184862540563
OBART01G01330.1	1358	135	0.6583	-0.1618679763801594
OBART01G01900.1	8501	423	0.9728000000000001	0.06030878366651023
OBART01G01560.1	357	357	1.077	0.4985917286930637
OBART01G01200.2	6566	258	0.8001000000000001	-0.15895543668630674
OBART01G00920.1	3941	507	0.7806	-0.18204506419370567
OBART01G01710.1	9296	1113	1.1932	-0.23739736618781576
OBART01G02400.1	4484	417	0.5702	-0.1910109074374775
OBART01G04060.1	6208	375	1.1421000000000001	0.17462847971715878
OBART01G03970.1	2949	1602	0.5809	0.052632026712658764
OBART01G03370.1	3367	249	1.1786	0.2780846678309282
OBART01G03430.1	468	468	1.2922	0.7915719019502829
OBART01G02450.1	3127	453	1.0343	0.22936758568297
